,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
199204,-99.99,-4.82,-1.45,2.62,-5.04,-3.85,-1.68,0.9,2.77,-5.21,-4.91,-4.52,-3.29,-1.07,-2.14,-0.26,1.57,2.04,2.95
199205,-99.99,0.14,0.88,0.63,0.04,0.77,0.92,0.56,0.65,0.23,-0.11,0.26,1.19,0.79,1.02,0.7,0.48,0.58,0.67
199206,-99.99,-4.64,-3.03,-1.62,-5.1,-3.73,-2.94,-2.02,-1.63,-4.72,-5.41,-4.01,-3.5,-3.23,-2.71,-2.94,-1.51,-1.7,-1.61
199207,-99.99,3.33,4.11,4.15,2.81,3.66,4.65,4.27,4.1,2.44,3.11,4.09,3.3,4.09,5.06,3.76,4.58,4.1,4.1
199208,-99.99,-2.97,-2.59,-1.98,-3.19,-2.61,-2.71,-2.16,-1.97,-3.29,-3.11,-2.67,-2.57,-3.34,-2.25,-2.43,-2,-2.52,-1.83
199209,-99.99,2.01,1.98,1.29,1.02,2.63,2.63,1.5,1.23,0.76,1.22,3.43,1.96,2,3.08,1.1,1.74,2.62,0.88
199210,-99.99,2.83,3.2,0.73,2.38,3.48,3.54,2.94,0.43,1.34,3.2,3.47,3.5,3.86,3.3,2.61,3.14,1.89,0.05
199211,-99.99,8.8,6.27,3.61,9.06,7.84,7.1,4.83,3.45,7.42,10.33,8.44,7.32,7.38,6.91,4.61,4.95,4.53,3.16
199212,-99.99,3.45,3.39,1.36,3.85,3.23,3.67,2.95,1.16,4.9,3.07,2.9,3.52,3.5,3.8,2.92,2.97,1.16,1.15
199301,-99.99,4.64,1.94,0.63,5.48,2.9,2.01,2.2,0.38,7.94,3.59,3.46,2.42,2.5,1.65,1.62,2.55,1.9,-0.03
199302,-99.99,-3.21,-1.16,1.02,-3.38,-2.6,-1.52,-0.05,1.15,-2.05,-4.45,-2.97,-2.29,-1.39,-1.62,-0.09,-0.02,0.81,1.25
199303,-99.99,3.03,3.81,2.23,3.13,2.76,4.23,3.5,2.08,3.63,2.72,2.89,2.66,3.52,4.76,3.75,3.35,3.06,1.81
199304,-99.99,-2.7,-2.66,-2.84,-2.61,-2.83,-2.62,-2.87,-2.81,-1.64,-3.41,-2.84,-2.82,-3.18,-2.22,-2.62,-3.02,-2.88,-2.79
199305,-99.99,4.61,4.13,2.75,4.09,4.61,4.82,3.67,2.6,3.41,4.66,5.34,3.99,4.69,4.91,3.23,3.93,2.44,2.64
199306,-99.99,0.41,0.91,0.41,0.55,0.53,0.64,1.34,0.29,1.41,-0.15,0.21,0.82,1.98,-0.31,1.34,1.34,0.28,0.29
199307,-99.99,1.27,0.58,-0.33,1.31,1.08,0.52,0.21,-0.38,1.42,1.24,1.2,0.98,1.34,-0.07,0.45,0.06,0.65,-0.66
199308,-99.99,4.26,4.38,3.82,4.02,4.85,4.19,5.14,3.58,3.67,4.26,4.64,5.03,3.85,4.43,4.32,5.66,3.96,3.47
199309,-99.99,2.93,1.78,-0.43,3.15,3.17,1.86,0.38,-0.51,3.78,2.72,2.59,3.67,2.34,1.52,0.75,0.15,-0.18,-0.6
199310,-99.99,4.33,0.88,1.58,4.57,2.51,0.99,0.91,1.64,5.04,4.24,3.95,1.3,2.21,0.11,0.52,1.15,0.63,1.92
199311,-99.99,-3.14,-3.22,-1.14,-3.11,-3.47,-2.63,-2.9,-0.97,-2.96,-3.21,-3.18,-3.72,-2.8,-2.5,-3.77,-2.37,-1.29,-0.89
199312,-99.99,1.65,4.2,1.34,0.92,3.31,4.34,3.86,1.03,0.08,1.5,2.82,3.73,4.75,4.03,4.27,3.61,2.41,0.66
199401,-99.99,3.99,2.62,3.05,4.49,2.63,2.45,2.87,3.09,5.54,3.77,3.21,2.14,1.97,2.8,3.09,2.74,2.86,3.15
199402,-99.99,-0.77,-0.59,-2.87,-0.94,-0.73,0.1,-1.62,-3.02,-0.9,-0.97,-0.5,-0.93,0.73,-0.36,-1.34,-1.79,-2.12,-3.27
199403,-99.99,-5.65,-4.84,-4.21,-4.95,-6.1,-4.97,-4.61,-4.12,-4.51,-5.26,-6.74,-5.55,-4.47,-5.35,-4.28,-4.81,-3.63,-4.26
199404,-99.99,-0.7,0.64,1.19,-1.08,0.37,0.24,0.78,1.28,-1.49,-0.79,-0.09,0.76,0.12,0.32,1.14,0.56,0.41,1.52
199405,-99.99,-0.94,-1.28,1.62,-0.76,-1.34,-1.26,-0.21,1.79,-0.45,-0.98,-1.22,-1.44,-1.84,-0.83,-1.22,0.41,0.84,2.05
199406,-99.99,-3.26,-2.66,-2.58,-3.21,-3.02,-2.33,-3.21,-2.48,-2.13,-3.96,-3.35,-2.75,-3.18,-1.71,-3.06,-3.3,-2.94,-2.36
199407,-99.99,1.17,3.14,3.24,0.46,2.18,2.95,3.45,3.26,0.62,0.34,2.48,1.91,2.32,3.47,3.89,3.14,3.36,3.23
199408,-99.99,4.39,5.8,4.11,3.75,6.14,5.93,5.03,4.01,2.66,4.56,5.53,6.69,6.88,5.15,5.25,4.87,4.97,3.76
199409,-99.99,1.14,-1.13,-2.42,1.26,0.02,-0.71,-1.96,-2.46,1.48,1.11,0.91,-0.8,-0.63,-0.77,-1.79,-2.09,-2.83,-2.36
199410,-99.99,0.19,0.43,2.21,0.42,-0.29,0.79,0.27,2.47,0.46,0.38,-0.2,-0.38,-0.47,1.85,0.35,0.21,1.77,2.66
199411,-99.99,-3.69,-4.9,-3.36,-3.73,-3.77,-4.85,-4.25,-3.35,-3.86,-3.63,-3.62,-3.91,-3.91,-5.63,-5.37,-3.45,-4.19,-3.13
199412,-99.99,-0.06,2.18,1.25,-1.09,2.07,2.64,1.24,1.28,-2.34,-0.17,1.77,2.34,2.96,2.36,1.54,1.02,0.72,1.42
199501,-99.99,1.19,-0.13,2.83,2.14,-0.76,-0.95,1.45,2.99,3.06,1.48,-0.46,-1.03,-2.18,0.08,1.28,1.57,3.04,2.98
199502,-99.99,3.25,5.02,3.91,2.99,3.78,5.13,4.74,3.87,2.2,3.57,3.73,3.84,4.39,5.74,5.37,4.29,5.57,3.42
199503,-99.99,2.34,2.43,2.71,1.54,2.85,2.11,2.49,2.78,2.01,1.2,3.73,2.03,2.18,2.06,2.98,2.13,3.3,2.65
199504,-99.99,2.58,1.94,2.71,2.7,1.88,1.6,1.81,2.88,2.96,2.51,2.37,1.42,2.07,1.23,2.56,1.26,1.61,3.22
199505,-99.99,2.08,1.75,3.97,2.07,1.6,1.77,2.39,4.12,2.36,1.86,2.09,1.14,0.93,2.46,1.98,2.68,3.85,4.2
199506,-99.99,6.48,4.87,2.45,6.51,6.14,4.18,4.06,2.37,7.63,5.68,6.44,5.86,4.14,4.21,5.3,3.15,2.41,2.36
199507,-99.99,6.19,6.28,3.61,6.24,6.58,6.07,5.63,3.41,5.29,7.07,6.12,7.07,6.32,5.87,6.22,5.22,3.89,3.29
199508,-99.99,3.26,1.53,0.75,4.25,1.91,1.65,1.56,0.62,4.72,3.84,1.76,2.08,2.3,1.14,1.17,1.84,2.1,0.23
199509,-99.99,2.17,1.99,4.34,2.53,1.78,1.5,2.43,4.59,2.33,2.69,1.6,1.97,1.5,1.5,2.59,2.32,2.63,5.11
199510,-99.99,-5.34,-2.64,-0.42,-4.63,-6.36,-2.86,-2.18,-0.1,-5,-4.3,-6.45,-6.26,-4.11,-1.86,-0.96,-3.06,-2.17,0.44
199511,-99.99,2.72,4.77,4.44,1.77,4.72,4.82,4.54,4.43,0.55,2.82,4.24,5.22,3.61,5.75,4.54,4.54,5.25,4.22
199512,-99.99,2.23,1.6,1.48,1.87,2.87,2.26,-0.05,1.69,0.83,2.73,2.8,2.95,1.38,2.93,0.31,-0.3,0.8,1.92
199601,-99.99,0.57,0.01,3.39,1.22,-0.26,-0.52,1.8,3.48,2.5,0.15,-0.42,-0.11,0.33,-1.17,0.68,2.59,3.12,3.57
199602,-99.99,3.19,3.3,1.36,3.13,3.43,3.41,2.19,1.34,3.05,3.21,3.28,3.57,3.66,3.21,3.08,1.57,2.42,1.08
199603,-99.99,2.44,2.62,0.79,3,2.22,2.73,1.39,0.8,2.87,3.1,1.56,2.9,2.55,2.87,2.38,0.7,1.19,0.71
199604,-99.99,7.58,4.34,1.52,7.67,7.05,4.23,3.38,1.32,7.3,7.98,7.44,6.65,4.53,4,3.56,3.25,1.92,1.17
199605,-99.99,6.48,2.39,2.48,7,5.11,2.49,1.47,2.59,8.76,5.52,5.65,4.56,3.26,1.88,1.41,1.51,1.69,2.82
199606,-99.99,-4.1,-3.05,0.28,-4.61,-3.97,-3.41,-1.77,0.51,-4.85,-4.4,-3.27,-4.68,-3.22,-3.56,-1.95,-1.64,-0.86,0.85
199607,-99.99,-10.07,-7.76,-4.72,-9.25,-10.13,-8.65,-6.29,-4.51,-9.07,-9.41,-11.33,-9,-8.83,-8.52,-5.86,-6.56,-6.33,-4.06
199608,-99.99,4.82,6.15,2.48,4.26,5.96,6.66,5.25,2.18,3.26,5.12,5.71,6.18,7.19,6.26,5.45,5.12,3.62,1.83
199609,-99.99,3.45,4.46,5.77,2.97,4.06,4.89,4.66,5.86,2.09,3.72,4.19,3.94,4.57,5.13,4.14,5,5.41,5.97
199610,-99.99,-1.81,-1.25,2.1,-2.12,-1.67,-2.58,0.15,2.38,-2.63,-1.69,-1.34,-1.98,-3.06,-2.22,0.97,-0.35,1.05,2.7
199611,-99.99,2.64,4.48,7.5,2.2,2.88,4.43,5.89,7.66,1.38,2.89,3.31,2.47,3.97,4.77,5.52,6.13,6.81,7.86
199612,-99.99,1.83,0.87,-1.83,1.22,2.6,0.48,-0.34,-1.93,0.32,1.96,2.75,2.46,0.67,0.34,0.64,-0.96,-2.36,-1.82
199701,-99.99,4.31,2.5,6.11,5.11,2.71,2.05,2.96,6.48,6.5,4,3.14,2.29,3.19,1.2,3.21,2.8,4.87,6.84
199702,-99.99,-2.81,-1.6,0.51,-2.05,-3.29,-2.15,-0.14,0.57,-1.44,-2.55,-3.95,-2.66,-1.69,-2.51,-0.36,0.01,-0.11,0.72
199703,-99.99,-5.3,-4.88,-4.43,-4.77,-5.43,-4.74,-4.85,-4.4,-4.6,-4.92,-6.1,-4.79,-5.46,-4.2,-5.1,-4.7,-4.16,-4.45
199704,-99.99,-2.65,1.54,5.64,-3.54,-0.95,1.8,2.02,6.04,-3.01,-3.99,-1.28,-0.64,1.23,2.22,2.22,1.9,3.09,6.7
199705,-99.99,10.97,10.18,6.35,9.6,12.6,10.6,8.18,6.19,7.95,11.01,13.02,12.22,11.61,9.85,8.7,7.86,7.42,5.92
199706,-99.99,5.72,4.44,4.29,5.9,5.26,4.56,3.47,4.41,5.17,6.5,5.46,5.08,5.1,4.16,3.99,3.14,2.72,4.78
199707,-99.99,4.66,6.23,8.22,5.44,5,6,7.02,8.29,4.82,6,3.27,6.46,5.55,6.33,6.4,7.45,9.04,8.13
199708,-99.99,4.11,1.43,-5.09,4.35,3.01,1.84,0.13,-5.57,4.23,4.46,3.67,2.46,2.88,1.09,0.4,-0.06,-2.05,-6.32
199709,-99.99,9.17,6.94,5.35,9.64,8.02,6.88,5.36,5.43,10.15,9.18,8.28,7.82,7.74,6.24,6.59,4.53,5.68,5.38
199710,-99.99,-3.77,-4.34,-3.11,-3.09,-4.4,-4.39,-4.73,-2.94,-2.05,-4.04,-5.08,-3.85,-5.38,-3.63,-4.52,-4.88,-3.28,-2.86
199711,-99.99,-1.85,-0.19,4.43,-1.97,-1.94,-0.68,1.72,4.68,-2.7,-1.29,-1.62,-2.2,-0.68,-0.69,1.44,1.92,2.67,5.12
199712,-99.99,-0.92,2.12,2,-1.69,1,2.02,1.83,2.06,-3.52,-0.01,0.6,1.33,1.23,2.6,2.62,1.29,3.59,1.73
199801,-99.99,-0.62,-1.15,0.99,-0.71,-0.96,-1.28,-1.04,1.19,-0.46,-0.93,-0.44,-1.38,-0.5,-1.85,-0.87,-1.15,-2.32,1.97
199802,-99.99,6.68,8.27,7.32,6.23,8,8.62,7.62,7.3,5.21,7.14,7.54,8.38,8.4,8.79,7.79,7.5,8.09,7.13
199803,-99.99,4.92,4.8,5.17,5.31,4.56,4.46,4.88,5.22,5.08,5.51,4.2,4.85,4.29,4.59,5.18,4.67,4.7,5.33
199804,-99.99,1.89,0.95,1.26,2.6,1.25,0.57,0.36,1.39,2.82,2.4,0.56,1.81,-0.08,1.03,1.03,-0.1,0.28,1.62
199805,-99.99,-4.84,-5.19,-1.85,-4.72,-5.6,-5.75,-3.75,-1.7,-4.25,-5.13,-5.06,-6.02,-5.66,-5.82,-4.1,-3.52,-2.34,-1.57
199806,-99.99,-0.57,1.06,4.32,-0.69,0.71,1.03,0.33,4.7,-3.11,1.43,-0.33,1.54,1.53,0.67,0.88,-0.04,2.52,5.14
199807,-99.99,-6.72,-7.04,-1.14,-6.21,-7.64,-7.91,-5.69,-0.71,-6.28,-6.14,-7.56,-7.72,-7.68,-8.09,-5.45,-5.82,-4.55,0.01
199808,-99.99,-21.52,-19.51,-14.69,-21.8,-20.27,-20.06,-17.68,-14.49,-20.87,-22.78,-21.06,-19.5,-20.2,-19.96,-18.71,-17.1,-14.81,-14.43
199809,-99.99,4.71,6.36,6.6,3.33,7.32,7.13,6.4,6.54,1.16,5.65,6.96,7.67,6.54,7.58,4.68,7.37,5.74,6.68
199810,-99.99,2.65,5.5,7.98,2.09,4.1,4.73,7.24,8.03,1.11,3.11,3.52,4.68,5.4,4.23,6.98,7.39,7.82,8.07
199811,-99.99,7.77,5.62,6.38,8.24,6.65,5.96,4.17,6.59,7.93,8.56,7.05,6.26,6.99,5.19,4.86,3.79,5.79,6.74
199812,-99.99,3.75,6.42,6.63,2.46,5.66,7.11,5.9,6.68,0.61,4.32,5.74,5.58,6.14,7.84,5.82,5.95,5.86,6.82
199901,-99.99,4.19,0.29,3.97,5.65,0.99,1.24,-1.31,4.41,7.28,4.08,2.03,-0.03,2.66,0.17,-0.93,-1.51,1.38,4.93
199902,-99.99,-7.11,-6.81,-3.24,-6.29,-8.88,-7.88,-3.93,-3.2,-5.25,-7.32,-8.37,-9.39,-8.7,-7.25,-4.08,-3.85,-2.01,-3.4
199903,-99.99,-1.91,2.22,4.04,-3.02,0.77,3.38,2.61,4.07,-3.7,-2.34,-0.15,1.71,4.57,2.48,0.77,3.63,4.78,3.94
199904,-99.99,9.67,8.67,3.86,9.7,7.8,10.3,9.09,3.42,8.14,11.24,9.64,5.98,11.11,9.69,7.46,9.97,6.05,2.98
199905,-99.99,1.92,1.28,-2.2,2.13,1.94,-0.06,1.46,-2.43,3.17,1.14,1.6,2.29,-0.07,-0.05,2.86,0.73,-1.24,-2.63
199906,-99.99,7.04,5.22,5.06,7.1,7.2,4.6,5.8,4.98,3.82,10.28,6.95,7.45,5.72,3.74,5.19,6.13,2.45,5.42
199907,-99.99,0.46,-1.59,-3.35,1.51,-1.74,-2.39,-1.83,-3.4,2.24,0.86,-1.02,-2.37,-2.02,-2.67,-0.3,-2.74,-3.76,-3.34
199908,-99.99,-3.54,-3.72,-0.5,-2.91,-4.08,-3.41,-2.33,-0.44,-2.92,-2.89,-4.45,-3.75,-2.4,-4.16,-4.07,-1.3,-1.92,-0.2
199909,-99.99,-0.8,-0.32,-2.8,-1.53,-0.07,0.61,-1.51,-2.88,-2.44,-0.73,0.26,-0.36,1.33,0.07,-1.39,-1.59,-4.52,-2.62
199910,-99.99,-0.76,3.04,6.79,-0.96,-0.29,1.85,5.35,6.92,-0.57,-1.3,-0.46,-0.13,2.36,1.47,5.83,5.08,6.07,7.05
199911,-99.99,10.17,6.35,2.66,10.91,8.31,6.06,5.09,2.53,12.17,9.8,9.11,7.63,6.85,5.46,6.15,4.48,2.5,2.53
199912,-99.99,12.56,10.68,6.58,14.41,11.13,8.69,12.26,6.16,12.86,15.81,9.82,12.25,11.88,6.23,12.27,12.25,7.29,5.99
200001,-99.99,4.06,-3.74,-4.43,6.01,-1.18,-3.91,-3.66,-4.49,10.67,1.96,1.03,-3.06,-4.58,-3.37,-3.83,-3.55,-3.51,-4.64
200002,-99.99,24.23,13.55,-0.3,27.7,17.75,12.37,13.23,-1.33,29.61,25.89,18.6,16.99,14.95,10.28,13.4,13.13,6.9,-2.61
200003,-99.99,-8.85,-1.23,9.37,-10.55,-6.39,-2.86,3.29,9.88,-10.44,-10.66,-5.88,-6.85,-7.1,0.7,2.96,3.49,5.32,10.66
200004,-99.99,-14.09,-5.67,-3.84,-15.33,-9.2,-5.33,-5.99,-3.64,-18.19,-12.46,-12.05,-6.62,-5.55,-5.16,-5.65,-6.19,-5.2,-3.39
200005,-99.99,-8.6,-4.42,-2.71,-8.8,-6.41,-3.33,-4.35,-2.62,-10.42,-7.3,-8.28,-4.79,-3.21,-3.42,-5.39,-3.76,-3.18,-2.53
200006,-99.99,17.54,6.51,3.16,20.37,10.92,6.71,6.43,2.86,18.53,22.01,13.18,8.96,8.2,5.59,5.37,7.01,3.65,2.73
200007,-99.99,-1.73,-3.56,-1.77,-1.95,-3.07,-3.24,-2.47,-1.78,-1.9,-1.98,-1.41,-4.21,-3.43,-3.07,-3.7,-1.66,-0.97,-1.89
200008,-99.99,5.94,7.37,7.68,6.23,5.77,7.88,9.17,7.51,3.83,8.04,5.51,5.95,7.71,8.02,7.27,10.38,9.2,7.26
200009,-99.99,-3.54,-4.17,-4.84,-3.59,-3.22,-4.04,-4.74,-4.85,-3.31,-3.79,-3.46,-3.05,-4.92,-3.33,-4.76,-4.74,-0.74,-5.46
200010,-99.99,-6.36,-4.54,-1.75,-7.58,-5.06,-5.23,-2.78,-1.7,-7.33,-7.76,-4.56,-5.41,-4.57,-5.75,-3.34,-2.43,-2.17,-1.63
200011,-99.99,-9.66,-9.73,-9.7,-10.16,-9.89,-10.88,-9.17,-9.69,-9.2,-10.86,-8.96,-10.55,-10.76,-10.98,-8,-9.89,-9.56,-9.71
200012,-99.99,2.5,8.75,1.16,-0.3,7.1,9.1,8.09,0.75,-2.4,1.28,6.41,7.59,8.87,9.29,8.76,7.68,7.16,-0.21
200101,-99.99,13.74,4.28,3.19,16.08,8.85,4.93,3.23,3.15,17.78,14.87,10.69,7.55,4.52,5.25,2.36,3.78,2.63,3.24
200102,-99.99,-4.83,-6.4,-9.65,-4.52,-5.23,-7.28,-6.97,-9.78,-3.25,-5.44,-5.26,-5.2,-6.82,-7.64,-5.76,-7.72,-5.06,-10.54
200103,-99.99,-3.06,-6.09,-6.99,-2.97,-3.04,-6.39,-5.65,-7.14,-1.12,-4.33,-3.2,-2.93,-5.77,-6.88,-6.9,-4.86,-5.67,-7.39
200104,-99.99,6.25,8.31,8.12,5.47,7.22,8.26,9.92,7.95,2.89,7.44,7.33,7.14,8.2,8.31,8.81,10.62,7.68,7.99
200105,-99.99,8.36,2.81,0.72,11.07,3.49,2.71,3.14,0.54,8.92,12.64,4.66,2.64,2.73,2.7,2.99,3.22,2.44,0.21
200106,-99.99,4.88,2.24,-2.19,2.65,6.81,1.82,0.06,-2.29,2.03,3.09,8.09,5.87,4.1,-0.04,1.36,-0.75,-1.47,-2.44
200107,-99.99,-4.44,-3.84,-1.49,-2.77,-6.51,-4.76,-2.32,-1.37,-0.81,-4.21,-6.44,-6.56,-5.27,-4.34,-1.26,-2.92,-3.75,-0.94
200108,-99.99,-3.68,-4.31,-6.41,-3.15,-4.49,-4.08,-5.12,-6.48,-3.2,-3.12,-4.34,-4.63,-3.8,-4.31,-4.47,-5.49,-4.81,-6.77
200109,-99.99,-13.98,-13.61,-8.21,-12.65,-15.83,-14.06,-13.74,-7.7,-11.17,-13.76,-15.64,-16,-15.18,-13.17,-11.91,-14.8,-10.87,-7.13
200110,-99.99,6.3,6.62,2.2,5.98,7,7.79,4.84,2,6.86,5.29,6.72,7.24,7.93,7.69,4.77,4.88,3.59,1.73
200111,-99.99,7.65,8.14,7.89,6.77,9.36,8.13,9.04,7.74,5.75,7.58,8.77,9.88,8.36,7.95,7.41,10.01,7.57,7.76
200112,-99.99,7.43,6.15,0.99,7.38,7.31,6.11,4.91,0.73,6.69,7.92,7.49,7.14,5.88,6.3,5.76,4.43,2.57,0.41
200201,-99.99,0.31,-1.27,-1.62,1.47,-1.82,-1.83,-1.25,-1.59,4.39,-0.74,-1.11,-2.45,-1.37,-2.19,0.09,-2.03,-0.29,-1.82
200202,-99.99,-4.02,-2.09,-2.14,-4.17,-3.52,-2.34,-1.33,-2.19,-3.89,-4.38,-3.85,-3.23,-2.9,-1.89,-1.22,-1.4,-1.72,-2.28
200203,-99.99,8.65,7.19,3.93,8.25,8.8,7.66,6.31,3.73,7.89,8.54,9.16,8.49,8.89,6.69,5.97,6.52,6.03,3.31
200204,-99.99,1.65,-0.66,-6.14,1.9,1.45,-0.62,-1.11,-6.56,1.98,1.84,1.34,1.56,-0.15,-0.99,-1.74,-0.74,-3.18,-7.19
200205,-99.99,-3.25,-3.17,-0.86,-1.35,-5.08,-3.9,-1.51,-0.8,1.8,-3.87,-5.6,-4.63,-5.24,-2.81,-1.44,-1.56,-1.08,-0.75
200206,-99.99,-2.59,-6.67,-7.48,-1.97,-4.29,-6.6,-8,-7.41,-4.18,-0.1,-3.39,-5.09,-6.28,-6.85,-7.48,-8.3,-6.44,-7.6
200207,-99.99,-14.9,-11.59,-7.24,-14.53,-15.9,-11.02,-10.09,-6.99,-11.48,-16.82,-15.49,-16.22,-12.86,-9.52,-9.91,-10.2,-9.76,-6.45
200208,-99.99,-0.99,1.04,0.75,-1.13,0.33,1.31,0.41,0.78,-0.6,-1.55,-0.78,1.21,0.41,2.01,0.58,0.32,0.5,0.84
200209,-99.99,-7.75,-8.29,-10.52,-8.06,-7.18,-8.19,-10.15,-10.49,-8.16,-7.98,-7.25,-7.13,-7.63,-8.62,-9.02,-10.82,-8.51,-10.87
200210,-99.99,3.48,4.5,8.68,2.94,3.7,4.37,5.51,8.93,3.39,2.58,4.35,3.2,5.39,3.56,5.35,5.61,6.57,9.38
200211,-99.99,11.21,8.51,5.54,12.01,9.77,8.08,8.89,5.26,11.5,12.41,9.97,9.63,8.82,7.5,8.53,9.1,5.14,5.29
200212,-99.99,-5.78,-5.33,-5.74,-5.2,-6.19,-4.94,-4.95,-5.83,-3.93,-6.2,-6.7,-5.79,-6.06,-4.04,-5.64,-4.53,-3.73,-6.23
200301,-99.99,-1.37,-2.36,-2.75,-0.42,-2.7,-3.01,-1.74,-2.82,2.08,-2.45,-2.89,-2.55,-2.72,-3.24,-1.35,-1.97,-1.88,-3
200302,-99.99,-2.86,-2.55,-1.78,-3.16,-2.65,-2.94,-2.08,-1.74,-1.19,-4.82,-2.37,-2.88,-3.72,-2.32,-1.84,-2.22,-0.62,-1.96
200303,-99.99,1.11,1.04,1.1,1.28,1.35,1.27,0.46,1.14,1.82,0.81,0.85,1.74,1.16,1.36,0.39,0.5,1.08,1.16
200304,-99.99,10,9.41,8.13,9.87,9.84,9.7,8.42,8.13,9.46,10.22,10.21,9.55,10.96,8.69,8.95,8.1,6.5,8.46
200305,-99.99,12.8,9.65,5.51,13.87,11.18,8.93,9.55,5.2,14.26,13.54,11.09,11.25,10.49,7.67,9.83,9.39,9.02,4.45
200306,-99.99,4.09,2,1.24,5.48,1.79,1.85,1.33,1.28,5.57,5.4,1.8,1.77,1.71,1.98,2.32,0.73,0.23,1.49
200307,-99.99,8.21,4.76,1.77,8.38,7.22,4.57,3.56,1.65,9.11,7.71,7.92,6.68,5.34,3.93,4.07,3.25,2.1,1.57
200308,-99.99,4.97,5.24,1.94,5.04,4.75,5.41,4.93,1.71,5.16,4.93,4.84,4.68,5.85,5.03,5.31,4.69,3.82,1.29
200309,-99.99,0.55,-1.87,-1.16,2.21,-2.41,-2.11,-1.58,-1.1,4.5,0.12,-2.33,-2.48,-2.75,-1.56,-1.23,-1.79,-1.69,-0.98
200310,-99.99,9.08,8.24,5.66,9.21,8.75,8.62,8.16,5.41,9.45,8.99,8.85,8.68,8.89,8.39,7.52,8.55,6.81,5.13
200311,-99.99,4.11,3.39,1.05,4.48,3.38,3.49,2.85,0.91,4.95,4.04,3.43,3.35,3.47,3.51,3.27,2.59,2.16,0.66
200312,-99.99,2.43,2.19,4.87,2.57,2.19,2.44,2.61,5.03,2.78,2.36,2.17,2.2,1.67,3.09,1.84,3.08,3.38,5.36
200401,-99.99,6.28,3.38,1.79,7.03,4.49,3.04,2.45,1.78,8.42,5.71,4.9,4.17,3.19,2.91,3.43,1.85,2.82,1.57
200402,-99.99,0.12,1.95,1.48,0.19,0.77,1.78,2.23,1.43,0.32,0.07,-0.02,1.38,0.79,2.6,2.46,2.08,2.04,1.3
200403,-99.99,-0.21,0.63,-1.54,-0.7,0.96,0.85,-0.19,-1.64,-0.42,-0.98,0.72,1.15,1.35,0.44,0.08,-0.36,-0.29,-1.91
200404,-99.99,-4.81,-3.53,-1.3,-4.89,-4.48,-3.52,-3.15,-1.14,-3.97,-5.78,-4.67,-4.34,-3.34,-3.66,-3.13,-3.17,-1.84,-0.99
200405,-99.99,0.33,2.01,1.21,-0.4,1.85,1.85,2.08,1.14,-0.32,-0.47,1.66,1.99,1.72,1.95,2.24,1.97,1.99,0.96
200406,-99.99,4.16,3.4,1.6,3.6,5.12,3.12,2.46,1.56,1.76,5.43,5.16,5.09,3.56,2.75,2.95,2.16,2.75,1.31
200407,-99.99,-7.88,-5.63,-3.49,-8.47,-6.76,-5.63,-5.16,-3.33,-7.06,-9.81,-6.63,-6.87,-5.78,-5.51,-5.04,-5.24,-3.68,-3.25
200408,-99.99,-1.1,-0.96,0.37,-1.4,-1.16,-0.97,-0.42,0.43,-1.44,-1.37,-0.48,-1.7,-0.53,-1.32,-0.6,-0.31,0.42,0.43
200409,-99.99,4.93,4.16,1.17,4.58,5.55,3.88,3.43,0.99,3.88,5.27,5.66,5.46,4.49,3.38,3.9,3.14,3.99,0.4
200410,-99.99,2,2.18,1.4,1.63,2.08,2.27,2.44,1.29,1.4,1.85,2.73,1.57,2.11,2.4,2.35,2.49,3.33,0.88
200411,-99.99,9.15,7.14,4.11,9.09,8.92,6.74,6.72,3.88,8.16,9.98,9.29,8.63,7.43,6.18,6.95,6.58,5.82,3.48
200412,-99.99,4.5,4.01,3.49,4.75,3.35,3.64,4.28,3.46,6.42,3.17,4.01,2.82,2.67,4.44,5.05,3.8,3.17,3.52
200501,-99.99,-4.13,-2.57,-2.42,-4.07,-3.81,-3.02,-2.77,-2.31,-3.52,-4.6,-4.25,-3.45,-3.92,-2.31,-1.6,-3.52,-1.32,-2.52
200502,-99.99,1.05,2.88,2.05,0.35,2.79,2.25,2.85,2.02,0.94,-0.22,2.44,3.08,2.35,2.18,3.56,2.39,3.6,1.68
200503,-99.99,-3.42,-1.63,-1.6,-3.84,-2.29,-2.13,-1.06,-1.64,-4.2,-3.48,-2.59,-2.06,-2.92,-1.5,-0.83,-1.21,-0.26,-1.94
200504,-99.99,-6.36,-4.7,-1.84,-6.25,-6.36,-4.79,-3.96,-1.63,-5.84,-6.65,-6.59,-6.18,-5.51,-4.23,-3.94,-3.98,-3.22,-1.28
200505,-99.99,6.11,6.23,3.31,5.46,7.36,5.75,5.83,3.1,4.34,6.56,7.38,7.33,6.41,5.23,6.34,5.5,3.72,2.97
200506,-99.99,4.33,3.11,0.16,4.46,3.95,2.94,2.55,-0.04,4.04,4.86,4.1,3.83,3.08,2.82,3,2.25,2.68,-0.64
200507,-99.99,7.26,5.7,3.73,7.16,6.77,5.51,5.52,3.56,7.89,6.49,7.44,6.18,5.76,5.32,5.71,5.41,4.82,3.28
